Arabic,English
أنثى,feminine
الإثارة,excitement
تذكروا,Remember
ضعوا,Put
لآ,no
وقمت,And I did
انهُ,that it
الوجود,Existence
اخبارك,your news
حافظ,Hafiz
ثمان,Eight
تجارب,Experiences
كاف,enough
يؤلمني,It hurts me
سقوط,fall
لجلب,To bring
علاقه,relationship
سرور,pleasure
إيقافه,Stop it
تكُن,Be
نراه,We see it
أحزر,Guess
معسكر,camp
علاقتي,My relationship
تحمّل,to bear
خطأً,mistake
سألتك,I asked you
أخير,last
الأولي,First
أجريت,I conducted
طيار,pilot
لَكنَّك,But you
ملئ,Fill
شكراَ,Thanks
أجهل,I don't know
الغسيل,laundry
الإستمرار,Continue
جزءا,Part
راعي,Shepherd
أمّ,or
فنسنت,Vincent
أيًا,Whatever
هيكتور,Hector
اللحاق,catch up
البناية,The building
البدلة,The suit
مانهاتن,Manhattan
قلنا,We said
استعد,prepare
الخطط,Plans
الدوام,Work
الذئاب,wolves
الماضيه,The past
بلد,country
أخاك,Your brother
الأنفاق,tunnels
حجة,argument
محظوظين,lucky
التزلج,skiing
تنهي,End
الغبار,dust
هزيمة,defeat
ثقيلة,heavy
درساً,lesson
بالضرورة,necessarily
مافي,There is none
ثوان,seconds
نقدر,We appreciate
كايتي,Katie
غريغ,Greg
تتمنى,I wish
يمسك,Holds
بالخوف,With fear
دعي,Let's go
منخفضة,low
تطبيق,application
لأقوم,To do
تعبر,Express
حيثُ,where
الدعوة,The invitation
برو,Pro
أكانت,Was it
كريستي,Christie
أحسنتِ,I did well
خ,K
الأصغر,smaller
الحراسة,Guarding
تنتقل,Move
سينجح,He will succeed
مونك,Monk
كونغ,Kong
أتصرف,I act
أحرزنا,We scored
يستخدمون,They use
رقمي,digital
تحبينه,You love him
بورتر,Porter
المفقودة,The missing
ليل,night
المرآب,garage
موجة,wave
حبلى,pregnant
سأقتل,I will kill
زالَ,It disappeared
البحار,The seas
تجعله,Make it
تكفي,Enough
بوند,Bond
يبقي,Keep
الاحتفال,celebration
لتفعل,To do
ماندي,Mandy
خيانة,betrayal
مصنوع,made
المرأه,woman
فرايزر,Fraser
يقتلون,They kill
أتصلت,I called
المنصة,The platform
تعجبك,You like it
التراجع,retreat
يقيم,He resides
فيني,Vinny
الإنتقام,revenge
لمنزل,For home
الخمس,The five
ممكنة,Possible
الصحيفة,The newspaper
وفاته,His death
ألبرت,Albert
ترفع,Raise
كتابي,written
العادية,Regular
تشو,Chu
طلبته,I asked him
ناجحة,successful
التسوق,shopping
شريكك,Your partner
موسيقية,Musical
مهتماً,interested
يرون,They see
وقتل,And killed
اضغط,Press
الصوتي,audio
جولييت,Juliet
سمعة,reputation
سلوك,behavior
مَعك,with you
الفضول,Curiosity
بحر,sea
تعليم,education
بهما,With them
مهرجان,festival
الغلاف,Cover
أعطيتها,I gave it to her
أتزوج,I get married
نقتل,We kill
خططت,I planned
المئات,hundreds
اراهن,I bet
حذر,to caution
تسمعي,You hear
ثلاثين,thirty
لدفع,to pay
وسأكون,And I will be
قفز,jump
فيروس,virus
كونراد,Conrad
البصمات,fingerprints
والآخر,and the other
وقتًا,time
الفشل,failure
تحترق,burning
غلوريا,Gloria
أرك,Ark
تحصلين,You get it
مجيد,glorious
يمت,He died
نصنع,We make
عليَ,on
بغرفة,In the room
اهتمام,interest
قضينا,We spent
عبور,crossing
أضمن,I guarantee
تشارلى,Charlie
أزياء,Fashion
اصعد,Go up
المشكله,The problem
مأزق,impasse
توصيل,delivery
مارى,Mary
غامضة,mysterious
اليدين,hands
ورغم,Although
إنسى,Forget
تقتله,kill him
غيرها,Other
أقولها,I say it
الألوان,colors
فنان,artist
اربع,four
عودتي,My return
الوادي,The valley
لويد,Lloyd
أغير,I change
سيعرف,He will know
ينتهى,Ends
آيمي,Amy
بمعرفة,Knowingly
المسابقة,The competition
اسألك,I ask you
نفسية,Psychological
يمكنكما,You can
معتوه,idiot
تسع,nine
تخص,Specializes in
ذكاء,intelligence
ينمو,grows
الخاصّة,Private
فوستر,Foster
صالحة,Valid
الاف,thousands
خلاله,During it
السترة,The jacket
انسان,man
الأمم,Nations
هولمز,Holmes
بإمكانكِ,You can
ترمي,Throw
الإنتهاء,End
ترتدين,You wear
عالمنا,Our world
وبالطبع,And of course
لحساب,To account
عذراء,virgin
تعطيه,give it to him
الشك,doubt
بنفسى,By myself
تؤثر,affect
بعين,With an eye
وحدنا,Alone
صوته,His voice
جائت,She came
فمه,His mouth
السريعة,Fast
الفدرالية,Federalism
مخيفة,scary
التجاري,Commercial
مجدّداً,Again
طائرات,Airplanes
ريجينا,Regina
حلمي,My dream
برودي,Brody
الضعف,weakness
ناهيك,Not to mention
اسكت,Shut up
غرامة,a fine
خمن,guess
لمـاذا,Why?
بُعد,after
اسفل,lowest
جدد,Renew
مكسور,broken
تبتسم,Smiling
أردتي,You wanted
جينيفر,Jennifer
الانتخابات,elections
الكونغرس,Congress
بابلو,Pablo
الأسد,Lion
يرفض,refuses
ستقومين,You will
بأخرى,With another
الخبرة,Experience
ميك,Mike
كيو,Q
إيطاليا,Italy
الوسطى,Middle
يتجه,Heading towards
رخيصة,cheap
الأبطال,Heroes
رودي,Rudy
انتَ,You
جاسوس,spy
بنيّ,brown
قبض,catch
أصبحتُ,I became
مالكوم,Malcolm
تخبره,Tell him
نتوقع,We expect
أمرأة,woman
الأمامية,Front
العائلات,families
العملاق,The giant
بابي,My father
نتفق,We agree
المخاطر,Risks
نخبر,We tell
يخاف,afraid
الإعتراف,Confession
أمشي,I walk
بالناس,With people
النقاش,Discussion
قوّة,power
جدار,wall
تَذْهبُ,You go
زواجي,My marriage
درست,I studied
ثنائي,bilateral
أيّاً,Anyway
وحصلت,And I got it
تفكّر,Think
الإنضمام,Join
نجحنا,We succeeded
صدري,My chest
فيرونيكا,Veronica
الحرس,guard
حبيبى,my dear
دعيه,Leave him
ثابتة,Fixed
اثق,I trust
محلي,local
الأنظار,eyes
الملاعين,The damned
مدهشة,Amazing
الصواريخ,missiles
الانسان,man
تلبس,Wear
تشك,Doubt
كريستوفر,Christopher
مارغريت,Margaret
أأنتَ,Are you?
تثير,Excite
الخلوي,Cellular
ماديسون,Madison
ربح,profit
لمساعدتي,To help me
نزل,hostel
شئَ,Something
اصدقائي,my friends
ضبط,adjust
يرتدون,They wear
الدافع,Motivation
خارق,supernatural
شأنها,Her business
ساشا,Sasha
بأية,By any means
بالجنون,Crazy
القطب,pole
ستدفع,You will pay
قمتي,My summit
تفعلوا,Do it
استعدوا,Get ready
أنة,that it
رقيب,Sergeant
سخيفاً,ridiculous
لأنكم,Because you
العالمي,Global
طيور,birds
القصيرة,Short
السعيدة,Happy
الحالتين,Both cases
يانغ,Yang
هلّ,Do
دالاس,Dallas
اصمتي,Shut up
لغز,puzzle
عرضاً,casually
المزاج,Mood
مستقيم,straight
العالية,High
نلت,I got it
القناع,The mask
السقوط,Fall
أتريدني,Do you want me?
لفريق,For the team
ملعب,stadium
مليار,one billion
ضربه,blow
المتحف,Museum
ننتقل,We move on
خياراً,Option
لنكون,To be
بون,Bonn
حضر,civilized region
موكلي,My client
بألا,No
هاموند,Hammond
لأمي,For my mother
مستاء,dissatisfied
رياضية,Sports
المريخ,Mars
تتحمل,bear
تقطع,Cut
فيرجينيا,Virginia
خلايا,cells
أيديكم,Your hands
الخسارة,loss
والاس,Wallace
الآثار,Antiquities
بقتله,By killing him
مؤخرته,His butt
مكسورة,broken
استخدامه,Use it
سأبحث,I will search
كوخ,hut
يلعبون,They play
بطلاً,hero
قرش,shark
الاعتقال,arrest
الفرص,Opportunities
بشان,about
الحلبة,fenugreek
يراه,He sees it
القيمة,value
يقرأ,Reads
حاولتُ,I tried
أنّى,that I
ستغادر,You will leave
الصفر,zero
عبقرية,genius
الأساسي,Basic
شقيقتي,My sister
تجده,You find it
يونيو,June
اخبره,Tell him
أَرى,Show
مشتركة,Shared
بالوحدة,In unity
اخرسي,Shut up
عددهم,Their number
العظمى,Great
شيبارد,Shepard
البرق,lightning
ضيف,a guest
أنفك,unscrew
سوبرمان,Superman
برافو,Bravo
وبدأت,And it started
مخاطرة,risk
لكلّ,per
كونور,Connor
ولكنكِ,But you
ستانلي,Stanley
أعجبني,I liked it
تحركي,locomotive
كوبا,Cuba
النباتات,plants
واي,Oh
يجدي,It works
الكشف,Detection
الجروح,wounds
لحفل,For a party
كائن,object
سلامة,safety
أَتمنّى,I hope
الطراز,Style
أخضر,green
مرتبطة,Related
بدقة,accurately
النص,Text
اعطيك,I give you
أحلامي,My dreams
وصفة,recipe
لمدّة,For a period of time
وحين,And when
الإعدام,execution
تودّ,Would like
مرتاحة,Comfortable
تركك,He left you
الاعمال,Business
جنيه,fairy
تنزل,Go down
المصباح,lamp
يومٍ,day
حالكم,How are you?
رجلنا,Our man
سأشتري,I will buy
صلصة,sauce
سلون,Sloane
ويليامز,Williams
الهدية,The gift
الاعتماد,Accreditation
بقول,I say
أعجبك,You like
يُريد,He wants
الرسمية,Official
أظهرت,showed
لساعات,for hours
سوزي,Suzy
كُن,Be
يعطيك,May God give you
مستيقظة,awake
امزح,I'm kidding
وشأنه,His business
شرائح,slices
الإنتقال,Transfer
الرمال,sand
وقته,His time
.أنت,.You
إمكانية,possibility
ويمكنني,And I can
شيلا,Sheila
هاريسون,Harrison
أعرفُ,I know
وايد,A lot
محارب,warrior
التقط,pick up
أنـه,That
فينش,Finch
وبينما,While
الألمانية,German
متابعة,tracking
مفتوحاً,Open
طلبك,Your request
هيذر,Heather
سيخرج,He will come out
بأنكَ,That you are
بمساعدة,With help
تستسلم,surrender
لاتستطيع,You can't
وضعتها,I put it
دينوزو,DiNozzo
تمثيل,acting
المجد,Glory
الفنية,Artistic
الن,The
نادرة,rare
إكتشاف,discovery
انصت,Listen
وكلّ,And all
سيدفع,will pay
دمك,Your blood
قبلاً,Before
لنقوم,Let's do it
تدعوني,You invite me
جنب,Side
يعطيني,Gives me
تخافي,You are afraid
روسي,Russian
كاسي,Cassie
عزيز,Dear
الأرجاء,The regions
أسفه,sorry
لكنْ,but
لإنهاء,To finish
جهدي,My effort
ذهبتُ,I went
ريتشل,Rachel
التالى,the next
أدرى,I know
التحول,Transformation
اسمعيني,Listen to me
أتولى,I take over
بأقصى,At maximum
اكتفيت,I'm done
الأداء,Performance
يخطر,It is dangerous
جحيم,Hell
صانع,maker
السجين,The prisoner
اكتب,Write
مريضاً,sick
سابقًا,previously
لوي,Louie
بالماء,With water
أدير,I manage
ممم,Mmm
إنتباه,attention
إسعاف,first aid
يطير,He flies
القفص,cage
شكوى,complaint
بينكم,Between you
يزعجني,It bothers me
مظلم,dark
خمسين,fifty
الخيانة,betrayal
سنعرف,We will know
ميتشل,Mitchell
اسوأ,worst
دفتر,notebook
علقت,I hung up
والحصول,And get
ملعون,cursed
يصلح,Suitable
مونا,Mona
المنتج,Product
سجين,prisoner
بأمور,With matters
كاس,cup
تتظاهر,pretend
متأكدين,Sure
محددة,Specific
لنفس,For the same
شيءُ,something
اللتي,Which
الأموات,The dead
يواجه,Facing
ساعدنا,Help us
فإنك,Then you
هيَ,she
مضاد,anti-
لنتحرك,Let's move
انتهاء,an end
نوفمبر,November
مخيم,camp
فارس,Knight
الإذن,Permission
إستراحة,break
توقفا,Stop
لاجل,For
العادي,ordinary
تخليت,I gave up
لكنّني,But I
شاشة,a screen
موعداً,Appointment
حالتها,Her condition
الإنتباه,Attention
عدلاً,Fairly
اجلي,I will leave
وثقت,I trusted
ماكنت,I was not
اتسائل,I wonder
شخصان,two people
دينا,Dina
أوافقك,I agree with you
دب,bear
البث,Broadcast
قُمت,I did
يظل,remains
الفضل,The credit
الأهمية,Importance
الموارد,Resources
عصبي,nervous
مواطن,citizen
يقين,certainty
مثلا,for example
تستعمل,Used
الانتباه,Attention
سلم,peace
كولينز,Collins
للنساء,For women
أمرنا,Our order
عملا,Work
جدّي,serious
سياره,car
مُحق,Right
حبل,pregnancy
جونيور,Junior
وأرى,I see
أرجاء,corners
الأسم,the name
تحريك,Move
ميلي,Millie
دراية,Knowledge
السائل,The questioner
ديكسون,Dixon
دبليو,W
رائعًا,Great
تساعدنا,Help us
تولى,Took over
مهارات,skills
أولى,first
نشأت,I grew up
لوح,board
تمرين,an exercise
بتقديم,By presenting
سأقوله,I will say it
مضيعة,Waste
ألديكِ,I have you
تاكر,Tucker
نزيف,bleeding
ومنذ,Since
الحافة,The edge
ريكس,Rex
سيصل,Will arrive
ايدي,My hands
الذنب,Guilt
أعطاك,gave you
واسعة,wide
ياشباب,Guys
أعمق,Deeper
العصا,stick
شيلي,Chilean
صحي,healthy
للدفاع,For defense
الاعتناء,Care
تتحدثون,You are talking
إخرج,Get out
الإرهاب,terrorism
تقومون,You are doing
ورأيت,And I saw
مكانا,place
قولها,Say it
يأتوا,They come
قوتك,Your strength
العنكبوت,spider
نقودي,My money
يعبث,messing around
لأعرف,To know
أنسة,Ms
أعطتني,She gave me
المجاورة,neighboring
مخلوقات,creatures
أصبحوا,They became
وكأني,As if I
الليمون,lemon
تسوية,settlement
الأنوار,Lights
الطيار,The pilot
دعك,Leave it
جسدها,Her body
مهنة,profession
قبيح,ugly
حماقة,folly
المخدر,The drug
ستخبرني,You will tell me
يمنع,It is forbidden
للمزيد,For more
استمتعت,I enjoyed it
ليكن,Let it be
أتيتِ,You came
بإمكانهم,They can
طيران,airline
بيد,By hand
بواحدة,By one
مُجرد,merely
إستيقظ,I wake up
العزف,playing
فيجاس,Vegas
إستطعت,I could
طريقتك,Your way
المعسكر,camp
الأسهم,stocks
اغرب,The strangest
قرابة,kinship
بالأسف,Unfortunately
سيفعلون,They will
عال,High
تقصده,You mean it
عرضي,accidental
قدّ,may
عنكم,About you
مضطراً,Forced
حديثاً,newly
لإنه,Because
المدن,Cities
